surah_number,ayah_number,meccan_medinan,name_serial,name_translit,position_in_verse
49,7,Medinan,1,Allāh,14
49,8,Medinan,1,Allāh,2
49,8,Medinan,1,Allāh,5
49,9,Medinan,1,Allāh,20
49,9,Medinan,1,Allāh,30
49,10,Medinan,1,Allāh,8
49,12,Medinan,1,Allāh,29
49,12,Medinan,1,Allāh,32
49,13,Medinan,1,Allāh,15
49,13,Medinan,1,Allāh,19
49,14,Medinan,1,Allāh,19
49,14,Medinan,1,Allāh,28
49,15,Medinan,1,Allāh,4
49,15,Medinan,1,Allāh,14
49,16,Medinan,1,Allāh,2
49,16,Medinan,1,Allāh,4
49,16,Medinan,1,Allāh,13
49,17,Medinan,1,Allāh,12
49,18,Medinan,1,Allāh,1
49,18,Medinan,1,Allāh,7
50,26,Meccan,1,Allāh,3
51,50,Meccan,1,Allāh,2
51,51,Meccan,1,Allāh,3
51,58,Meccan,1,Allāh,1
52,21,Meccan,52,Al-Ḥaqq,5
52,27,Meccan,1,Allāh,1
52,43,Meccan,1,Allāh,4
52,43,Meccan,1,Allāh,7
53,23,Meccan,1,Allāh,9
53,26,Meccan,1,Allāh,15
53,28,Meccan,52,Al-Ḥaqq,16
53,31,Meccan,1,Allāh,0
53,58,Meccan,1,Allāh,4
53,62,Meccan,1,Allāh,1
57,1,Medinan,1,Allāh,1
57,4,Medinan,1,Allāh,35
57,5,Medinan,1,Allāh,6
57,7,Medinan,1,Allāh,1
57,8,Medinan,1,Allāh,4
57,9,Medinan,1,Allāh,14
57,10,Medinan,1,Allāh,6
57,10,Medinan,1,Allāh,7
57,10,Medinan,1,Allāh,34
57,10,Medinan,1,Allāh,37
57,11,Medinan,1,Allāh,4
57,14,Medinan,1,Allāh,17
57,14,Medinan,1,Allāh,19
57,16,Medinan,1,Allāh,9
57,16,Medinan,52,Al-Ḥaqq,13
57,17,Medinan,1,Allāh,2
57,18,Medinan,1,Allāh,4
57,19,Medinan,1,Allāh,2
57,20,Medinan,1,Allāh,33
57,21,Medinan,1,Allāh,13
57,21,Medinan,1,Allāh,18
57,21,Medinan,1,Allāh,23
57,22,Medinan,1,Allāh,20
57,23,Medinan,1,Allāh,10
57,24,Medinan,1,Allāh,9
57,25,Medinan,1,Allāh,20
57,25,Medinan,1,Allāh,27
57,27,Medinan,1,Allāh,26
57,28,Medinan,1,Allāh,4
57,28,Medinan,1,Allāh,19
57,29,Medinan,1,Allāh,10
57,29,Medinan,1,Allāh,15
57,29,Medinan,1,Allāh,20
58,1,Medinan,1,Allāh,2
58,1,Medinan,1,Allāh,10
58,1,Medinan,1,Allāh,11
58,1,Medinan,1,Allāh,16
58,2,Medinan,1,Allāh,23
58,3,Medinan,1,Allāh,19
58,4,Medinan,1,Allāh,20
58,4,Medinan,1,Allāh,25
58,5,Medinan,1,Allāh,3
58,6,Medinan,1,Allāh,2
58,6,Medinan,1,Allāh,9
58,6,Medinan,1,Allāh,12
58,7,Medinan,1,Allāh,3
58,7,Medinan,1,Allāh,46
58,8,Medinan,1,Allāh,24
58,8,Medinan,1,Allāh,30
58,9,Medinan,1,Allāh,16
58,10,Medinan,1,Allāh,12
58,10,Medinan,1,Allāh,15
58,11,Medinan,1,Allāh,11
58,11,Medinan,1,Allāh,19
58,11,Medinan,1,Allāh,28
58,12,Medinan,1,Allāh,21
58,13,Medinan,1,Allāh,12
58,13,Medinan,1,Allāh,19
58,13,Medinan,1,Allāh,22
58,14,Medinan,1,Allāh,8
58,15,Medinan,1,Allāh,1
58,16,Medinan,1,Allāh,6
58,17,Medinan,1,Allāh,7
58,18,Medinan,1,Allāh,2
58,19,Medinan,1,Allāh,5
58,20,Medinan,1,Allāh,3
58,21,Medinan,1,Allāh,1
58,21,Medinan,1,Allāh,7
58,22,Medinan,1,Allāh,4
58,22,Medinan,1,Allāh,10
58,22,Medinan,1,Allāh,41
58,22,Medinan,1,Allāh,48
58,22,Medinan,1,Allāh,53
59,1,Medinan,1,Allāh,1
59,2,Medinan,1,Allāh,23
59,2,Medinan,1,Allāh,25
59,3,Medinan,1,Allāh,3
59,4,Medinan,1,Allāh,3
59,4,Medinan,1,Allāh,8
59,4,Medinan,1,Allāh,10
59,5,Medinan,1,Allāh,10
59,6,Medinan,1,Allāh,2
59,6,Medinan,1,Allāh,14
59,6,Medinan,1,Allāh,21
59,7,Medinan,1,Allāh,2
59,7,Medinan,1,Allāh,34
59,7,Medinan,1,Allāh,37
59,8,Medinan,1,Allāh,10
59,8,Medinan,1,Allāh,13
59,11,Medinan,1,Allāh,25
59,13,Medinan,1,Allāh,6
59,16,Medinan,1,Allāh,14
59,18,Medinan,1,Allāh,4
59,18,Medinan,1,Allāh,12
59,18,Medinan,1,Allāh,15
59,19,Medinan,1,Allāh,4
59,21,Medinan,1,Allāh,11
59,22,Medinan,1,Allāh,1
59,23,Medinan,1,Allāh,1
59,23,Medinan,1,Allāh,17
59,24,Medinan,1,Allāh,1
60,1,Medinan,52,Al-Ḥaqq,16
60,1,Medinan,1,Allāh,23
60,3,Medinan,1,Allāh,11
60,4,Medinan,1,Allāh,19
60,4,Medinan,1,Allāh,30
60,4,Medinan,1,Allāh,42
60,6,Medinan,1,Allāh,9
60,6,Medinan,1,Allāh,16
60,7,Medinan,1,Allāh,2
60,7,Medinan,1,Allāh,12
60,7,Medinan,1,Allāh,15
60,8,Medinan,1,Allāh,2
60,8,Medinan,1,Allāh,19
60,9,Medinan,1,Allāh,2
60,10,Medinan,1,Allāh,9
60,10,Medinan,1,Allāh,56
60,10,Medinan,1,Allāh,61
60,11,Medinan,1,Allāh,17
60,12,Medinan,1,Allāh,10
60,12,Medinan,1,Allāh,34
60,12,Medinan,1,Allāh,37
60,13,Medinan,1,Allāh,7
61,1,Medinan,1,Allāh,1
61,3,Medinan,1,Allāh,3
61,4,Medinan,1,Allāh,1
61,5,Medinan,1,Allāh,11
61,5,Medinan,1,Allāh,17
61,5,Medinan,1,Allāh,20
61,6,Medinan,1,Allāh,9
61,7,Medinan,1,Allāh,5
61,7,Medinan,1,Allāh,12
61,8,Medinan,1,Allāh,3
61,8,Medinan,1,Allāh,5
61,9,Medinan,52,Al-Ḥaqq,6
61,11,Medinan,1,Allāh,1
61,11,Medinan,1,Allāh,6
61,13,Medinan,1,Allāh,5
61,14,Medinan,1,Allāh,5
61,14,Medinan,1,Allāh,15
61,14,Medinan,1,Allāh,21
62,1,Medinan,1,Allāh,1
62,4,Medinan,1,Allāh,2
62,4,Medinan,1,Allāh,7
62,5,Medinan,1,Allāh,18
62,5,Medinan,1,Allāh,20
62,6,Medinan,1,Allāh,8
62,7,Medinan,1,Allāh,7
62,9,Medinan,1,Allāh,12
62,10,Medinan,1,Allāh,9
62,10,Medinan,1,Allāh,11
62,11,Medinan,1,Allāh,13
62,11,Medinan,1,Allāh,20
63,1,Medinan,1,Allāh,7
63,1,Medinan,1,Allāh,9
63,1,Medinan,1,Allāh,13
63,2,Medinan,1,Allāh,6
63,4,Medinan,1,Allāh,25
63,5,Medinan,1,Allāh,7
63,6,Medinan,1,Allāh,10
63,6,Medinan,1,Allāh,14
63,7,Medinan,1,Allāh,9
63,7,Medinan,1,Allāh,13
63,8,Medinan,1,Allāh,10
63,9,Medinan,1,Allāh,10
63,11,Medinan,1,Allāh,2
63,11,Medinan,1,Allāh,8
64,1,Medinan,1,Allāh,1
64,2,Medinan,1,Allāh,8
64,4,Medinan,1,Allāh,11
64,6,Medinan,1,Allāh,13
64,6,Medinan,1,Allāh,15
64,7,Medinan,1,Allāh,18
64,8,Medinan,1,Allāh,1
64,8,Medinan,1,Allāh,7
64,9,Medinan,1,Allāh,11
64,11,Medinan,1,Allāh,6
64,11,Medinan,1,Allāh,10
64,11,Medinan,1,Allāh,14
64,12,Medinan,1,Allāh,1
64,13,Medinan,1,Allāh,0
64,13,Medinan,1,Allāh,7
64,14,Medinan,1,Allāh,16
64,15,Medinan,1,Allāh,5
64,16,Medinan,1,Allāh,1
64,17,Medinan,1,Allāh,2
64,17,Medinan,1,Allāh,10
65,1,Medinan,1,Allāh,11
65,1,Medinan,1,Allāh,28
65,1,Medinan,1,Allāh,33
65,1,Medinan,1,Allāh,41
65,2,Medinan,1,Allāh,14
65,2,Medinan,1,Allāh,22
65,2,Medinan,1,Allāh,28
65,3,Medinan,1,Allāh,9
65,3,Medinan,1,Allāh,14
65,3,Medinan,1,Allāh,20
65,4,Medinan,1,Allāh,24
65,5,Medinan,1,Allāh,2
65,5,Medinan,1,Allāh,8
65,7,Medinan,1,Allāh,13
65,7,Medinan,1,Allāh,17
65,7,Medinan,1,Allāh,24
65,10,Medinan,1,Allāh,1
65,10,Medinan,1,Allāh,7
65,10,Medinan,1,Allāh,15
65,11,Medinan,1,Allāh,4
65,11,Medinan,1,Allāh,18
65,11,Medinan,1,Allāh,33
65,12,Medinan,1,Allāh,0
65,12,Medinan,1,Allāh,13
65,12,Medinan,1,Allāh,19
66,1,Medinan,1,Allāh,6
66,1,Medinan,1,Allāh,13
66,2,Medinan,1,Allāh,2
66,2,Medinan,1,Allāh,7
66,3,Medinan,1,Allāh,11
66,4,Medinan,1,Allāh,3
66,4,Medinan,1,Allāh,12
66,6,Medinan,1,Allāh,16
66,8,Medinan,1,Allāh,5
66,8,Medinan,1,Allāh,23
66,10,Medinan,1,Allāh,1
66,10,Medinan,1,Allāh,21
66,11,Medinan,1,Allāh,1
67,9,Meccan,1,Allāh,9
67,26,Meccan,1,Allāh,4
67,28,Meccan,1,Allāh,4
69,33,Meccan,1,Allāh,4
70,3,Meccan,1,Allāh,1
71,3,Meccan,1,Allāh,2
71,4,Meccan,1,Allāh,11
71,13,Meccan,1,Allāh,4
71,15,Meccan,1,Allāh,4
71,17,Meccan,1,Allāh,0
71,19,Meccan,1,Allāh,0
71,25,Meccan,1,Allāh,10
72,4,Meccan,1,Allāh,5
72,5,Meccan,1,Allāh,8
72,7,Meccan,1,Allāh,7
72,12,Meccan,1,Allāh,5
72,18,Meccan,1,Allāh,2
72,18,Meccan,1,Allāh,6
72,19,Meccan,1,Allāh,4
72,22,Meccan,1,Allāh,5
72,23,Meccan,1,Allāh,3
72,23,Meccan,1,Allāh,8
73,20,Meccan,1,Allāh,17
73,20,Meccan,1,Allāh,48
73,20,Meccan,1,Allāh,54
73,20,Meccan,1,Allāh,66
73,20,Meccan,1,Allāh,77
73,20,Meccan,1,Allāh,84
73,20,Meccan,1,Allāh,87
74,31,Meccan,1,Allāh,38
74,31,Meccan,1,Allāh,44
74,56,Meccan,1,Allāh,5
76,6,Medinan,1,Allāh,4
76,9,Medinan,1,Allāh,3
76,11,Medinan,1,Allāh,1
76,30,Medinan,1,Allāh,5
76,30,Medinan,1,Allāh,8
78,39,Meccan,52,Al-Ḥaqq,2
79,25,Meccan,1,Allāh,1
81,29,Meccan,1,Allāh,5
82,19,Meccan,1,Allāh,9
84,23,Meccan,1,Allāh,0
85,8,Meccan,1,Allāh,6
85,9,Meccan,1,Allāh,6
85,20,Meccan,1,Allāh,0
87,7,Meccan,1,Allāh,3
88,24,Meccan,1,Allāh,1
91,13,Meccan,1,Allāh,3
91,13,Meccan,1,Allāh,5
95,8,Meccan,1,Allāh,1
96,14,Meccan,1,Allāh,3
98,2,Medinan,1,Allāh,2
98,5,Medinan,1,Allāh,4
98,8,Medinan,1,Allāh,14
104,6,Meccan,1,Allāh,1
110,1,Medinan,1,Allāh,3
110,2,Medinan,1,Allāh,5
112,1,Meccan,1,Allāh,2
112,2,Meccan,1,Allāh,0
